,hotel_id,date,city,accommodation_type,stars,rating,distance,price,lnprice
141954,22108,2017-DEC-holiday,Vienna,Apartment,3.5,2.5,0.9,91,4.51085950651685
141955,22108,2017-NOV-weekday,Vienna,Apartment,3.5,2.5,0.9,91,4.51085950651685
141957,22109,2017-NOV-weekend,Vienna,Apartment,3.5,,1.6,150,5.0106352940962555
141960,22109,2017-NOV-weekday,Vienna,Apartment,3.5,,1.6,150,5.0106352940962555
141964,22110,2017-NOV-weekend,Vienna,Apartment,3.5,4.4,1.7,108,4.68213122712422
141966,22110,2017-NOV-weekday,Vienna,Apartment,3.5,4.4,1.7,83,4.418840607796598
141971,22110,2017-DEC-holiday,Vienna,Apartment,3.5,4.4,1.7,104,4.6443908991413725
141972,22110,2018-JUNE-weekend,Vienna,Apartment,3.5,4.4,1.7,98,4.584967478670572
141974,22111,2017-DEC-holiday,Vienna,Apartment,4.5,4.0,1.8,513,6.240275845170769
141975,22111,2017-NOV-weekday,Vienna,Apartment,4.5,4.0,1.8,95,4.553876891600541
141979,22112,2017-DEC-holiday,Vienna,Apartment,3.0,3.7,1.4,214,5.365976015021851
141980,22112,2017-NOV-weekday,Vienna,Apartment,3.0,3.7,1.4,131,4.875197323201151
141981,22112,2017-NOV-weekend,Vienna,Apartment,3.0,3.7,1.4,187,5.231108616854587
141995,22114,2017-NOV-weekday,Vienna,Hotel,5.0,4.3,0.5,177,5.176149732573829
141997,22114,2017-DEC-holiday,Vienna,Hotel,5.0,4.3,0.5,188,5.236441962829949
142000,22114,2017-NOV-weekend,Vienna,Hotel,5.0,4.3,0.5,277,5.6240175061873385
142001,22114,2018-JUNE-weekend,Vienna,Hotel,5.0,4.3,0.5,296,5.69035945432406
142004,22115,2017-DEC-holiday,Vienna,Apartment,2.0,4.0,1.5,138,4.927253685157205
142006,22115,2018-JUNE-weekend,Vienna,Apartment,2.0,4.0,1.5,419,6.037870919922137
142009,22115,2017-NOV-weekday,Vienna,Apartment,2.0,4.0,1.5,122,4.804021044733257
142010,22115,2017-NOV-weekend,Vienna,Apartment,2.0,4.0,1.5,138,4.927253685157205
142011,22116,2017-DEC-holiday,Vienna,Apartment,3.0,2.0,1.6,95,4.553876891600541
142012,22116,2018-JUNE-weekend,Vienna,Apartment,3.0,2.0,1.6,79,4.3694478524670215
142014,22116,2017-NOV-weekend,Vienna,Apartment,3.0,2.0,1.6,79,4.3694478524670215
142016,22116,2017-NOV-weekday,Vienna,Apartment,3.0,2.0,1.6,79,4.3694478524670215
142022,22117,2018-JUNE-weekend,Vienna,Hotel,4.0,4.0,1.4,145,4.976733742420574
142025,22117,2017-DEC-holiday,Vienna,Hotel,4.0,4.0,1.4,113,4.727387818712341
142026,22117,2017-NOV-weekend,Vienna,Hotel,4.0,4.0,1.4,113,4.727387818712341
142027,22117,2017-NOV-weekday,Vienna,Hotel,4.0,4.0,1.4,82,4.406719247264253
142033,22118,2018-JUNE-weekend,Vienna,Hotel,4.0,4.1,1.7,94,4.543294782270004
142035,22118,2017-NOV-weekday,Vienna,Hotel,4.0,4.1,1.7,82,4.406719247264253
142038,22119,2018-JUNE-weekend,Vienna,Hotel,3.0,3.9,1.8,66,4.189654742026425
142039,22119,2017-NOV-weekday,Vienna,Hotel,3.0,3.9,1.8,66,4.189654742026425
142040,22119,2017-DEC-holiday,Vienna,Hotel,3.0,3.9,1.8,70,4.248495242049359
142041,22119,2017-NOV-weekend,Vienna,Hotel,3.0,3.9,1.8,77,4.343805421853684
142044,22120,2017-NOV-weekday,Vienna,Hotel,4.0,4.1,0.8,169,5.1298987149230735
142048,22120,2017-DEC-holiday,Vienna,Hotel,4.0,4.1,0.8,101,4.61512051684126
142049,22120,2018-JUNE-weekend,Vienna,Hotel,4.0,4.1,0.8,138,4.927253685157205
142061,22123,2018-JUNE-weekend,Vienna,Hotel,4.0,4.1,1.5,109,4.6913478822291435
142062,22123,2017-NOV-weekday,Vienna,Hotel,4.0,4.1,1.5,109,4.6913478822291435
142067,22123,2017-NOV-weekend,Vienna,Hotel,4.0,4.1,1.5,141,4.948759890378168
142069,22123,2017-DEC-holiday,Vienna,Hotel,4.0,4.1,1.5,109,4.6913478822291435
142077,22125,2017-NOV-weekend,Vienna,Hotel,3.0,3.4,0.7,104,4.6443908991413725
142078,22125,2017-NOV-weekday,Vienna,Hotel,3.0,3.4,0.7,104,4.6443908991413725
142079,22125,2017-DEC-holiday,Vienna,Hotel,3.0,3.4,0.7,104,4.6443908991413725
142084,22126,2018-JUNE-weekend,Vienna,Hotel,3.5,4.3,0.9,109,4.6913478822291435
142086,22126,2017-NOV-weekday,Vienna,Hotel,3.5,4.3,0.9,145,4.976733742420574
142088,22126,2017-NOV-weekend,Vienna,Hotel,3.5,4.3,0.9,184,5.214935757608986
142089,22126,2017-DEC-holiday,Vienna,Hotel,3.5,4.3,0.9,123,4.812184355372417
142090,22127,2017-NOV-weekday,Vienna,Apartment,3.5,2.0,1.4,58,4.060443010546419
142095,22128,2017-NOV-weekend,Vienna,Apartment,3.0,3.5,1.5,207,5.332718793265369
142097,22128,2017-DEC-holiday,Vienna,Apartment,3.0,3.5,1.5,236,5.4638318050256105
142098,22128,2018-JUNE-weekend,Vienna,Apartment,3.0,3.5,1.5,494,6.202535517187923
142106,22130,2018-JUNE-weekend,Vienna,Hotel,3.0,3.5,0.8,133,4.890349128221754
142108,22130,2017-NOV-weekday,Vienna,Hotel,3.0,3.5,0.8,85,4.442651256490317
142110,22131,2017-NOV-weekend,Vienna,Apartment,4.0,4.5,0.7,184,5.214935757608986
142114,22131,2017-DEC-holiday,Vienna,Apartment,4.0,4.5,0.7,407,6.008813185442595
142116,22131,2018-JUNE-weekend,Vienna,Apartment,4.0,4.5,0.7,179,5.187385805840755
142117,22131,2017-NOV-weekday,Vienna,Apartment,4.0,4.5,0.7,184,5.214935757608986
142120,22132,2017-DEC-holiday,Vienna,Hotel,4.5,4.1,1.0,129,4.859812404361672
142127,22132,2017-NOV-weekday,Vienna,Hotel,4.5,4.1,1.0,137,4.919980925828125
142128,22132,2017-NOV-weekend,Vienna,Hotel,4.5,4.1,1.0,137,4.919980925828125
142129,22132,2018-JUNE-weekend,Vienna,Hotel,4.5,4.1,1.0,137,4.919980925828125
142131,22133,2017-NOV-weekend,Vienna,Hotel,4.0,4.0,1.0,124,4.820281565605037
142135,22133,2018-JUNE-weekend,Vienna,Hotel,4.0,4.0,1.0,80,4.382026634673881
142137,22133,2017-DEC-holiday,Vienna,Hotel,4.0,4.0,1.0,119,4.77912349311153
142139,22134,2018-JUNE-weekend,Vienna,Hotel,4.5,4.5,1.1,147,4.990432586778736
142142,22134,2017-NOV-weekday,Vienna,Hotel,4.5,4.5,1.1,116,4.7535901911063645
142146,22134,2017-DEC-holiday,Vienna,Hotel,4.5,4.5,1.1,111,4.709530201312334
142149,22135,2017-DEC-holiday,Vienna,Apartment,2.0,3.7,1.1,254,5.537334267018537
142153,22135,2018-JUNE-weekend,Vienna,Apartment,2.0,3.7,1.1,246,5.5053315359323625
142156,22135,2017-NOV-weekend,Vienna,Apartment,2.0,3.7,1.1,253,5.53338948872752
142157,22135,2017-NOV-weekday,Vienna,Apartment,2.0,3.7,1.1,157,5.056245805348308
142162,22136,2017-DEC-holiday,Vienna,Hotel,3.0,3.7,1.3,110,4.700480365792417
142163,22136,2018-JUNE-weekend,Vienna,Hotel,3.0,3.7,1.3,94,4.543294782270004
142166,22136,2017-NOV-weekend,Vienna,Hotel,3.0,3.7,1.3,209,5.342334251964811
142167,22136,2017-NOV-weekday,Vienna,Hotel,3.0,3.7,1.3,110,4.700480365792417
142168,22137,2018-JUNE-weekend,Vienna,Apartment,2.0,3.7,1.5,166,5.111987788356544
142172,22137,2017-DEC-holiday,Vienna,Apartment,2.0,3.7,1.5,169,5.1298987149230735
142176,22138,2018-JUNE-weekend,Vienna,Hotel,4.0,4.3,0.6,145,4.976733742420574
142179,22138,2017-NOV-weekday,Vienna,Hotel,4.0,4.3,0.6,134,4.897839799950911
142180,22138,2017-NOV-weekend,Vienna,Hotel,4.0,4.3,0.6,202,5.308267697401205
142183,22138,2017-DEC-holiday,Vienna,Hotel,4.0,4.3,0.6,137,4.919980925828125
142190,22140,2017-NOV-weekday,Vienna,Hotel,4.0,3.7,1.3,79,4.3694478524670215
142191,22140,2018-JUNE-weekend,Vienna,Hotel,4.0,3.7,1.3,79,4.3694478524670215
142194,22141,2017-NOV-weekday,Vienna,Apartment,3.0,4.5,1.4,143,4.962844630259907
142195,22141,2017-DEC-holiday,Vienna,Apartment,3.0,4.5,1.4,239,5.476463551931511
142196,22141,2018-JUNE-weekend,Vienna,Apartment,3.0,4.5,1.4,290,5.66988092298052
142199,22142,2018-JUNE-weekend,Vienna,Hotel,4.0,4.1,1.0,149,5.003946305945459
142203,22142,2017-NOV-weekend,Vienna,Hotel,4.0,4.1,1.0,132,4.882801922586371
142205,22142,2017-NOV-weekday,Vienna,Hotel,4.0,4.1,1.0,132,4.882801922586371
142207,22142,2017-DEC-holiday,Vienna,Hotel,4.0,4.1,1.0,143,4.962844630259907
142208,22143,2017-NOV-weekday,Vienna,Apartment,4.0,4.0,1.3,68,4.219507705176107
142212,22143,2017-NOV-weekend,Vienna,Apartment,4.0,4.0,1.3,113,4.727387818712341
142213,22143,2017-DEC-holiday,Vienna,Apartment,4.0,4.0,1.3,103,4.634728988229636
142214,22144,2018-JUNE-weekend,Vienna,Hotel,4.0,4.1,0.6,129,4.859812404361672
142218,22144,2017-NOV-weekday,Vienna,Hotel,4.0,4.1,0.6,128,4.852030263919617
142220,22144,2017-NOV-weekend,Vienna,Hotel,4.0,4.1,0.6,134,4.897839799950911
142222,22144,2017-DEC-holiday,Vienna,Hotel,4.0,4.1,0.6,123,4.812184355372417
142224,22145,2017-NOV-weekday,Vienna,Hotel,3.0,4.5,1.5,99,4.59511985013459
142228,22145,2017-NOV-weekend,Vienna,Hotel,3.0,4.5,1.5,99,4.59511985013459
142229,22145,2018-JUNE-weekend,Vienna,Hotel,3.0,4.5,1.5,99,4.59511985013459
142230,22145,2017-DEC-holiday,Vienna,Hotel,3.0,4.5,1.5,99,4.59511985013459
142232,22147,2017-NOV-weekend,Vienna,Apartment,3.0,4.0,0.9,162,5.087596335232384
142235,22147,2018-JUNE-weekend,Vienna,Apartment,3.0,4.0,0.9,183,5.209486152841421
142240,22148,2017-NOV-weekend,Vienna,Apartment,2.0,2.2,0.9,223,5.407171771460119
142242,22148,2017-DEC-holiday,Vienna,Apartment,2.0,2.2,0.9,223,5.407171771460119
142244,22148,2017-NOV-weekday,Vienna,Apartment,2.0,2.2,0.9,149,5.003946305945459
142248,22148,2018-JUNE-weekend,Vienna,Apartment,2.0,2.2,0.9,218,5.384495062789089
142250,22149,2017-NOV-weekend,Vienna,Hotel,4.0,4.0,1.8,95,4.553876891600541
142253,22149,2017-DEC-holiday,Vienna,Hotel,4.0,4.0,1.8,82,4.406719247264253
142257,22149,2017-NOV-weekday,Vienna,Hotel,4.0,4.0,1.8,86,4.454347296253507
142258,22149,2018-JUNE-weekend,Vienna,Hotel,4.0,4.0,1.8,103,4.634728988229636
142259,22150,2017-NOV-weekend,Vienna,Apartment,3.0,4.1,1.9,155,5.043425116919247
142261,22150,2017-NOV-weekday,Vienna,Apartment,3.0,4.1,1.9,155,5.043425116919247
142262,22150,2017-DEC-holiday,Vienna,Apartment,3.0,4.1,1.9,155,5.043425116919247
142265,22151,2017-DEC-holiday,Vienna,Apartment,3.5,4.8,0.5,315,5.752572638825633
142267,22152,2017-DEC-holiday,Vienna,Hotel,3.0,3.4,1.0,75,4.31748811353631
142268,22152,2017-NOV-weekend,Vienna,Hotel,3.0,3.4,1.0,75,4.31748811353631
142273,22152,2017-NOV-weekday,Vienna,Hotel,3.0,3.4,1.0,63,4.143134726391533
142275,22153,2017-NOV-weekend,Vienna,Apartment,2.0,3.7,0.6,252,5.529429087511423
142279,22153,2017-DEC-holiday,Vienna,Apartment,2.0,3.7,0.6,277,5.6240175061873385
142280,22153,2018-JUNE-weekend,Vienna,Apartment,2.0,3.7,0.6,246,5.5053315359323625
142281,22153,2017-NOV-weekday,Vienna,Apartment,2.0,3.7,0.6,157,5.056245805348308
142285,22154,2017-DEC-holiday,Vienna,Hotel,4.0,4.0,1.0,76,4.330733340286331
142288,22154,2018-JUNE-weekend,Vienna,Hotel,4.0,4.0,1.0,99,4.59511985013459
142293,22155,2017-NOV-weekday,Vienna,Hotel,3.5,4.0,0.6,134,4.897839799950911
142294,22155,2018-JUNE-weekend,Vienna,Hotel,3.5,4.0,0.6,157,5.056245805348308
142296,22155,2017-DEC-holiday,Vienna,Hotel,3.5,4.0,0.6,145,4.976733742420574
142299,22156,2017-NOV-weekend,Vienna,Apartment,5.0,4.3,1.7,215,5.3706380281276624
142300,22156,2017-NOV-weekday,Vienna,Apartment,5.0,4.3,1.7,141,4.948759890378168
142303,22156,2018-JUNE-weekend,Vienna,Apartment,5.0,4.3,1.7,152,5.0238805208462765
142306,22157,2017-NOV-weekend,Vienna,Hotel,3.0,3.7,0.9,158,5.062595033026967
142309,22157,2017-NOV-weekday,Vienna,Hotel,3.0,3.7,0.9,79,4.3694478524670215
142311,22157,2018-JUNE-weekend,Vienna,Hotel,3.0,3.7,0.9,79,4.3694478524670215
142313,22157,2017-DEC-holiday,Vienna,Hotel,3.0,3.7,0.9,124,4.820281565605037
142315,22158,2017-DEC-holiday,Vienna,Hotel,4.0,4.0,0.5,101,4.61512051684126
142316,22158,2017-NOV-weekday,Vienna,Hotel,4.0,4.0,0.5,138,4.927253685157205
142319,22158,2018-JUNE-weekend,Vienna,Hotel,4.0,4.0,0.5,101,4.61512051684126
142321,22158,2017-NOV-weekend,Vienna,Hotel,4.0,4.0,0.5,138,4.927253685157205
142322,22159,2017-NOV-weekend,Vienna,Hotel,4.0,4.5,1.0,200,5.298317366548036
142323,22159,2018-JUNE-weekend,Vienna,Hotel,4.0,4.5,1.0,123,4.812184355372417
142326,22159,2017-DEC-holiday,Vienna,Hotel,4.0,4.5,1.0,133,4.890349128221754
142331,22159,2017-NOV-weekday,Vienna,Hotel,4.0,4.5,1.0,113,4.727387818712341
142332,22160,2018-JUNE-weekend,Vienna,Apartment,3.0,3.5,1.5,490,6.194405391104672
142333,22160,2017-NOV-weekend,Vienna,Apartment,3.0,3.5,1.5,251,5.5254529391317835
142337,22160,2017-DEC-holiday,Vienna,Apartment,3.0,3.5,1.5,291,5.673323267171493
142339,22160,2017-NOV-weekday,Vienna,Apartment,3.0,3.5,1.5,171,5.14166355650266
142342,22161,2018-JUNE-weekend,Vienna,Hotel,2.0,3.5,1.5,88,4.477336814478207
142344,22161,2017-NOV-weekday,Vienna,Hotel,2.0,3.5,1.5,56,4.02535169073515
142347,22161,2017-DEC-holiday,Vienna,Hotel,2.0,3.5,1.5,54,3.9889840465642745
142349,22162,2017-DEC-holiday,Vienna,Hotel,3.0,3.9,1.5,74,4.30406509320417
142351,22162,2017-NOV-weekend,Vienna,Hotel,3.0,3.9,1.5,84,4.430816798843313
142356,22162,2018-JUNE-weekend,Vienna,Hotel,3.0,3.9,1.5,59,4.07753744390572
142357,22162,2017-NOV-weekday,Vienna,Hotel,3.0,3.9,1.5,84,4.430816798843313
142359,22163,2018-JUNE-weekend,Vienna,Hotel,2.0,4.0,1.1,84,4.430816798843313
142365,22163,2017-NOV-weekend,Vienna,Hotel,2.0,4.0,1.1,92,4.5217885770490405
142366,22163,2017-NOV-weekday,Vienna,Hotel,2.0,4.0,1.1,72,4.276666119016055
142367,22164,2017-NOV-weekday,Vienna,Hotel,5.0,1.0,0.7,587,6.375024819828097
142370,22164,2017-DEC-holiday,Vienna,Hotel,5.0,1.0,0.7,777,6.655440350367647
142372,22164,2017-NOV-weekend,Vienna,Hotel,5.0,1.0,0.7,587,6.375024819828097
142376,22164,2018-JUNE-weekend,Vienna,Hotel,5.0,1.0,0.7,515,6.244166900663736
142377,22165,2017-NOV-weekday,Vienna,Hotel,3.0,4.0,0.9,68,4.219507705176107
142379,22165,2018-JUNE-weekend,Vienna,Hotel,3.0,4.0,0.9,75,4.31748811353631
142381,22166,2017-NOV-weekday,Vienna,Hotel,3.5,3.9,1.5,102,4.624972813284271
142382,22166,2018-JUNE-weekend,Vienna,Hotel,3.5,3.9,1.5,107,4.672828834461906
142385,22166,2017-DEC-holiday,Vienna,Hotel,3.5,3.9,1.5,97,4.574710978503383
142388,22166,2017-NOV-weekend,Vienna,Hotel,3.5,3.9,1.5,201,5.303304908059076
142393,22167,2017-DEC-holiday,Vienna,Apartment,3.0,3.4,1.5,121,4.795790545596741
142395,22167,2017-NOV-weekend,Vienna,Apartment,3.0,3.4,1.5,109,4.6913478822291435
142398,22167,2017-NOV-weekday,Vienna,Apartment,3.0,3.4,1.5,96,4.564348191467836
142399,22167,2018-JUNE-weekend,Vienna,Apartment,3.0,3.4,1.5,109,4.6913478822291435
142404,22168,2018-JUNE-weekend,Vienna,Hotel,1.0,3.7,0.9,85,4.442651256490317
142405,22168,2017-NOV-weekday,Vienna,Hotel,1.0,3.7,0.9,81,4.394449154672439
142409,22168,2017-DEC-holiday,Vienna,Hotel,1.0,3.7,0.9,85,4.442651256490317
142415,22169,2017-NOV-weekday,Vienna,Hotel,3.0,4.1,1.6,82,4.406719247264253
142416,22169,2017-DEC-holiday,Vienna,Hotel,3.0,4.1,1.6,82,4.406719247264253
142417,22169,2018-JUNE-weekend,Vienna,Hotel,3.0,4.1,1.6,103,4.634728988229636
142419,22169,2017-NOV-weekend,Vienna,Hotel,3.0,4.1,1.6,90,4.499809670330265
142420,22170,2017-NOV-weekday,Vienna,Hotel,3.0,4.0,1.1,66,4.189654742026425
142426,22170,2017-DEC-holiday,Vienna,Hotel,3.0,4.0,1.1,75,4.31748811353631
142428,22170,2018-JUNE-weekend,Vienna,Hotel,3.0,4.0,1.1,98,4.584967478670572
142430,22171,2017-NOV-weekday,Vienna,Apartment,3.0,3.9,0.8,87,4.465908118654584
142431,22171,2018-JUNE-weekend,Vienna,Apartment,3.0,3.9,0.8,80,4.382026634673881
142432,22171,2017-DEC-holiday,Vienna,Apartment,3.0,3.9,0.8,87,4.465908118654584
142433,22171,2017-NOV-weekend,Vienna,Apartment,3.0,3.9,0.8,117,4.762173934797756
142442,22172,2017-NOV-weekend,Vienna,Apartment,2.0,3.0,1.4,173,5.153291594497779
142443,22172,2018-JUNE-weekend,Vienna,Apartment,2.0,3.0,1.4,289,5.666426688112432
142449,22173,2017-NOV-weekend,Vienna,Apartment,4.0,,0.6,409,6.013715156042802
142452,22173,2017-DEC-holiday,Vienna,Apartment,4.0,,0.6,472,6.156978985585555
142453,22173,2018-JUNE-weekend,Vienna,Apartment,4.0,,0.6,472,6.156978985585555
142454,22173,2017-NOV-weekday,Vienna,Apartment,4.0,,0.6,364,5.8971538676367405
142459,22175,2017-DEC-holiday,Vienna,Hotel,5.0,4.5,0.4,268,5.5909869805108565
142461,22175,2017-NOV-weekday,Vienna,Hotel,5.0,4.5,0.4,240,5.480638923341991
142462,22175,2017-NOV-weekend,Vienna,Hotel,5.0,4.5,0.4,255,5.541263545158426
142463,22175,2018-JUNE-weekend,Vienna,Hotel,5.0,4.5,0.4,268,5.5909869805108565
142465,22176,2017-DEC-holiday,Vienna,Hotel,3.0,4.5,0.8,148,4.997212273764115
142467,22176,2017-NOV-weekday,Vienna,Hotel,3.0,4.5,0.8,113,4.727387818712341
142470,22176,2017-NOV-weekend,Vienna,Hotel,3.0,4.5,0.8,383,5.948034989180646
142473,22176,2018-JUNE-weekend,Vienna,Hotel,3.0,4.5,0.8,147,4.990432586778736
142475,22177,2017-DEC-holiday,Vienna,Hotel,3.0,4.5,1.0,116,4.7535901911063645
142478,22177,2018-JUNE-weekend,Vienna,Hotel,3.0,4.5,1.0,220,5.393627546352362
142479,22177,2017-NOV-weekday,Vienna,Hotel,3.0,4.5,1.0,106,4.663439094112067
142482,22178,2018-JUNE-weekend,Vienna,Apartment,2.0,3.9,0.9,299,5.700443573390687
142484,22178,2017-DEC-holiday,Vienna,Apartment,2.0,3.9,0.9,306,5.723585101952381
142489,22179,2017-NOV-weekday,Vienna,Hotel,3.0,4.1,1.6,89,4.48863636973214
142490,22179,2018-JUNE-weekend,Vienna,Hotel,3.0,4.1,1.6,89,4.48863636973214
142494,22179,2017-DEC-holiday,Vienna,Hotel,3.0,4.1,1.6,94,4.543294782270004
142498,22180,2017-NOV-weekend,Vienna,Hotel,2.0,4.0,0.9,111,4.709530201312334
142499,22180,2017-DEC-holiday,Vienna,Hotel,2.0,4.0,0.9,85,4.442651256490317
142500,22180,2017-NOV-weekday,Vienna,Hotel,2.0,4.0,0.9,61,4.110873864173311
142501,22180,2018-JUNE-weekend,Vienna,Hotel,2.0,4.0,0.9,103,4.634728988229636
142503,22181,2017-NOV-weekend,Vienna,Apartment,3.5,4.5,0.8,92,4.5217885770490405
142504,22181,2017-NOV-weekday,Vienna,Apartment,3.5,4.5,0.8,92,4.5217885770490405
142505,22182,2017-DEC-holiday,Vienna,Hotel,4.0,4.1,0.8,123,4.812184355372417
142509,22182,2018-JUNE-weekend,Vienna,Hotel,4.0,4.1,0.8,179,5.187385805840755
142512,22182,2017-NOV-weekday,Vienna,Hotel,4.0,4.1,0.8,106,4.663439094112067
142514,22183,2017-NOV-weekday,Vienna,Hotel,4.0,4.0,0.8,100,4.605170185988092
142517,22183,2017-DEC-holiday,Vienna,Hotel,4.0,4.0,0.8,100,4.605170185988092
142520,22183,2018-JUNE-weekend,Vienna,Hotel,4.0,4.0,0.8,168,5.123963979403259
142522,22184,2017-NOV-weekday,Vienna,Hotel,3.0,4.1,0.7,75,4.31748811353631
142524,22184,2018-JUNE-weekend,Vienna,Hotel,3.0,4.1,0.7,97,4.574710978503383
142525,22184,2017-DEC-holiday,Vienna,Hotel,3.0,4.1,0.7,85,4.442651256490317
142530,22185,2017-DEC-holiday,Vienna,Hotel,3.0,2.2,0.8,112,4.718498871295094
142531,22185,2018-JUNE-weekend,Vienna,Hotel,3.0,2.2,0.8,91,4.51085950651685
142532,22185,2017-NOV-weekend,Vienna,Hotel,3.0,2.2,0.8,137,4.919980925828125
142535,22185,2017-NOV-weekday,Vienna,Hotel,3.0,2.2,0.8,84,4.430816798843313
142539,22187,2017-NOV-weekend,Vienna,Hotel,4.0,4.6,0.5,221,5.3981627015177525
142541,22187,2017-NOV-weekday,Vienna,Hotel,4.0,4.6,0.5,151,5.017279836814924
142543,22188,2018-JUNE-weekend,Vienna,Hotel,3.0,3.5,0.9,83,4.418840607796598
142545,22188,2017-NOV-weekday,Vienna,Hotel,3.0,3.5,0.9,87,4.465908118654584
142547,22188,2017-NOV-weekend,Vienna,Hotel,3.0,3.5,0.9,127,4.844187086458591
142549,22188,2017-DEC-holiday,Vienna,Hotel,3.0,3.5,0.9,94,4.543294782270004
142552,22189,2017-DEC-holiday,Vienna,Hotel,4.0,4.4,0.5,168,5.123963979403259
142554,22189,2017-NOV-weekend,Vienna,Hotel,4.0,4.4,0.5,198,5.288267030694535
142555,22189,2017-NOV-weekday,Vienna,Hotel,4.0,4.4,0.5,117,4.762173934797756
142557,22189,2018-JUNE-weekend,Vienna,Hotel,4.0,4.4,0.5,155,5.043425116919247
142559,22190,2017-NOV-weekday,Vienna,Hotel,4.0,4.5,1.9,120,4.787491742782046
142561,22190,2017-DEC-holiday,Vienna,Hotel,4.0,4.5,1.9,80,4.382026634673881
142563,22190,2017-NOV-weekend,Vienna,Hotel,4.0,4.5,1.9,88,4.477336814478207
142565,22190,2018-JUNE-weekend,Vienna,Hotel,4.0,4.5,1.9,107,4.672828834461906
142567,22191,2017-NOV-weekend,Vienna,Apartment,3.5,,0.8,165,5.10594547390058
142571,22191,2018-JUNE-weekend,Vienna,Apartment,3.5,,0.8,197,5.2832037287379885
142572,22191,2017-NOV-weekday,Vienna,Apartment,3.5,,0.8,132,4.882801922586371
142574,22192,2017-NOV-weekend,Vienna,Hotel,2.5,3.9,0.9,72,4.276666119016055
142575,22192,2017-DEC-holiday,Vienna,Hotel,2.5,3.9,0.9,70,4.248495242049359
142576,22192,2017-NOV-weekday,Vienna,Hotel,2.5,3.9,0.9,68,4.219507705176107
142577,22193,2017-DEC-holiday,Vienna,Hotel,3.0,4.0,1.9,77,4.343805421853684
142578,22193,2017-NOV-weekend,Vienna,Hotel,3.0,4.0,1.9,63,4.143134726391533
142581,22193,2017-NOV-weekday,Vienna,Hotel,3.0,4.0,1.9,383,5.948034989180646
142582,22193,2018-JUNE-weekend,Vienna,Hotel,3.0,4.0,1.9,137,4.919980925828125
142587,22194,2018-JUNE-weekend,Vienna,Apartment,4.0,4.3,1.6,191,5.25227342804663
142588,22194,2017-DEC-holiday,Vienna,Apartment,4.0,4.3,1.6,196,5.278114659230517
142594,22194,2017-NOV-weekend,Vienna,Apartment,4.0,4.3,1.6,171,5.14166355650266
142595,22194,2017-NOV-weekday,Vienna,Apartment,4.0,4.3,1.6,160,5.075173815233827
142597,22195,2017-NOV-weekend,Vienna,Apartment,2.0,,2.0,200,5.298317366548036
142598,22195,2017-NOV-weekday,Vienna,Apartment,2.0,,2.0,135,4.90527477843843
142602,22195,2018-JUNE-weekend,Vienna,Apartment,2.0,,2.0,195,5.272999558563747
142604,22195,2017-DEC-holiday,Vienna,Apartment,2.0,,2.0,200,5.298317366548036
142608,22196,2017-NOV-weekday,Vienna,Hotel,4.5,4.5,2.0,111,4.709530201312334
142609,22196,2017-DEC-holiday,Vienna,Hotel,4.5,4.5,2.0,118,4.770684624465665
142611,22196,2018-JUNE-weekend,Vienna,Hotel,4.5,4.5,2.0,100,4.605170185988092
142613,22196,2017-NOV-weekend,Vienna,Hotel,4.5,4.5,2.0,159,5.0689042022202315
142616,22197,2018-JUNE-weekend,Vienna,Apartment,4.0,5.0,1.9,120,4.787491742782046
142619,22198,2017-NOV-weekday,Vienna,Hotel,4.0,4.3,1.5,174,5.159055299214529
142620,22198,2017-DEC-holiday,Vienna,Hotel,4.0,4.3,1.5,123,4.812184355372417
142621,22198,2018-JUNE-weekend,Vienna,Hotel,4.0,4.3,1.5,123,4.812184355372417
142627,22198,2017-NOV-weekend,Vienna,Hotel,4.0,4.3,1.5,230,5.438079308923196
142629,22199,2017-NOV-weekday,Vienna,Hotel,3.0,3.5,2.0,63,4.143134726391533
142632,22199,2017-NOV-weekend,Vienna,Hotel,3.0,3.5,2.0,85,4.442651256490317
142634,22200,2018-JUNE-weekend,Vienna,Apartment,3.0,4.3,1.4,66,4.189654742026425
142636,22200,2017-NOV-weekday,Vienna,Apartment,3.0,4.3,1.4,73,4.290459441148391
142640,22201,2017-NOV-weekday,Vienna,Hotel,3.5,4.5,1.5,100,4.605170185988092
142641,22202,2018-JUNE-weekend,Vienna,Apartment,3.5,,1.7,195,5.272999558563747
142644,22202,2017-NOV-weekend,Vienna,Apartment,3.5,,1.7,174,5.159055299214529
142647,22202,2017-DEC-holiday,Vienna,Apartment,3.5,,1.7,199,5.293304824724492
142649,22202,2017-NOV-weekday,Vienna,Apartment,3.5,,1.7,162,5.087596335232384
142651,22203,2018-JUNE-weekend,Vienna,Hotel,4.0,3.9,1.4,95,4.553876891600541
142653,22203,2017-NOV-weekday,Vienna,Hotel,4.0,3.9,1.4,86,4.454347296253507
142655,22203,2017-DEC-holiday,Vienna,Hotel,4.0,3.9,1.4,95,4.553876891600541
142664,22205,2018-JUNE-weekend,Vienna,Hotel,3.0,4.0,1.8,73,4.290459441148391
142668,22205,2017-DEC-holiday,Vienna,Hotel,3.0,4.0,1.8,67,4.204692619390966
142670,22205,2017-NOV-weekday,Vienna,Hotel,3.0,4.0,1.8,67,4.204692619390966
