,hotel_id,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,ratingta,ratingta_count,distance_alter,accommodation_type
16302,16302,Rome,1.4,,,Italy,Rome,,City centre,Grotta del Bue Marino,Nomentano,3.5,49.0,0.8,Guest House
16303,16304,Rome,5.4,3.0,4.3,Italy,Rome,42.0,City centre,Grotta del Bue Marino,Nomentano,4.5,108.0,4.7,Hotel
16304,16305,Rome,5.4,3.0,4.3,Italy,Rome,42.0,City centre,Palazzo Madama,Nomentano,4.5,108.0,5.8,Hotel
16305,16306,Rome,3.4,,,Italy,Rome,,City centre,Grotta del Bue Marino,Nomentano,,,2.8,Apartment
16306,16307,Rome,3.4,,,Italy,Rome,,City centre,Palazzo Madama,Nomentano,,,3.8,Apartment
16307,16309,Rome,1.5,4.0,3.5,Italy,Rome,48.0,City centre,Palazzo Madama,Nomentano,3.0,145.0,1.8,Hotel
16308,16308,Rome,1.5,4.0,3.5,Italy,Rome,48.0,City centre,Grotta del Bue Marino,Nomentano,3.0,145.0,0.8,Hotel
16309,16311,Rome,2.3,,4.0,Italy,Rome,8.0,City centre,Palazzo Madama,Nomentano,4.5,369.0,2.7,Bed and breakfast
16310,16310,Rome,2.3,,4.0,Italy,Rome,8.0,City centre,Grotta del Bue Marino,Nomentano,4.5,369.0,1.7,Bed and breakfast
16311,16313,Rome,2.3,4.0,3.9,Italy,Rome,192.0,City centre,Palazzo Madama,Nomentano,3.5,805.0,2.7,Hotel
16312,16312,Rome,2.3,4.0,3.9,Italy,Rome,192.0,City centre,Grotta del Bue Marino,Nomentano,3.5,805.0,1.7,Hotel
16313,16315,Rome,2.1,4.0,4.0,Italy,Rome,83.0,City centre,Palazzo Madama,Nomentano,4.0,431.0,2.5,Hotel
16314,16314,Rome,2.1,4.0,4.0,Italy,Rome,83.0,City centre,Grotta del Bue Marino,Nomentano,4.0,431.0,1.5,Hotel
16315,16317,Rome,2.7,,,Italy,Rome,,City centre,Palazzo Madama,Nomentano,5.0,14.0,3.1,Guest House
16316,16316,Rome,2.7,,,Italy,Rome,,City centre,Grotta del Bue Marino,Nomentano,5.0,14.0,2.3,Guest House
16317,16318,Rome,2.6,,,Italy,Rome,,City centre,Grotta del Bue Marino,Nomentano,5.0,23.0,2.2,Bed and breakfast
16318,16319,Rome,2.6,,,Italy,Rome,,City centre,Palazzo Madama,Nomentano,5.0,23.0,3.0,Bed and breakfast
16319,16320,Rome,1.5,,3.5,Italy,Rome,19.0,City centre,Grotta del Bue Marino,Nomentano,3.5,33.0,1.0,Bed and breakfast
16320,16321,Rome,1.5,,3.5,Italy,Rome,19.0,City centre,Palazzo Madama,Nomentano,3.5,33.0,1.9,Bed and breakfast
16321,16323,Rome,3.6,3.5,3.9,Italy,Rome,27.0,City centre,Palazzo Madama,Nomentano,3.5,5.0,4.0,Hotel
16322,16322,Rome,3.6,3.5,3.9,Italy,Rome,27.0,City centre,Grotta del Bue Marino,Nomentano,3.5,5.0,3.1,Hotel
16323,16324,Rome,4.1,,,Italy,Rome,,City centre,Palazzo Madama,Nomentano,4.5,8.0,4.6,Bed and breakfast
16324,16325,Rome,1.4,,,Italy,Rome,,City centre,Grotta del Bue Marino,Nomentano,,,0.9,Apartment
16325,16326,Rome,1.4,,,Italy,Rome,,City centre,Palazzo Madama,Nomentano,,,1.8,Apartment
16326,16327,Rome,3.1,,4.0,Italy,Rome,5.0,City centre,Palazzo Madama,Nomentano,3.5,16.0,3.5,Bed and breakfast
16327,16329,Rome,2.3,,5.0,Italy,Rome,1.0,City centre,Grotta del Bue Marino,Olympic Stadium,,,3.4,Apartment
16328,16328,Rome,2.3,,5.0,Italy,Rome,1.0,City centre,Palazzo Madama,Olympic Stadium,,,2.3,Apartment
16329,16330,Rome,2.8,4.0,3.9,Italy,Rome,171.0,City centre,Palazzo Madama,Olympic Stadium,3.5,1302.0,3.1,Hotel
16330,16331,Rome,2.8,4.0,3.9,Italy,Rome,171.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.5,1302.0,3.3,Hotel
16331,16332,Rome,3.2,,,Italy,Rome,,City centre,Palazzo Madama,Olympic Stadium,,,3.1,Apartment
16332,16333,Rome,3.2,,,Italy,Rome,,City centre,Grotta del Bue Marino,Olympic Stadium,,,4.3,Apartment
16333,16334,Rome,3.3,,,Italy,Rome,,City centre,Palazzo Madama,Olympic Stadium,2.0,1.0,3.6,Bed and breakfast
16334,16335,Rome,3.3,,,Italy,Rome,,City centre,Grotta del Bue Marino,Olympic Stadium,2.0,1.0,3.8,Bed and breakfast
16335,16337,Rome,2.0,5.0,4.5,Italy,Rome,397.0,City centre,Grotta del Bue Marino,Olympic Stadium,4.5,5939.0,3.1,Hotel
16336,16336,Rome,2.0,5.0,4.5,Italy,Rome,397.0,City centre,Palazzo Madama,Olympic Stadium,4.5,5939.0,2.0,Hotel
16337,16338,Rome,2.3,,,Italy,Rome,,City centre,Palazzo Madama,Olympic Stadium,5.0,8.0,2.3,Bed and breakfast
16338,16339,Rome,2.5,,4.5,Italy,Rome,2.0,City centre,Palazzo Madama,Olympic Stadium,4.0,98.0,2.8,Bed and breakfast
16339,16340,Rome,2.5,,4.5,Italy,Rome,2.0,City centre,Grotta del Bue Marino,Olympic Stadium,4.0,98.0,3.2,Bed and breakfast
16340,16341,Rome,3.8,,,Italy,Rome,,City centre,Palazzo Madama,Olympic Stadium,4.0,5.0,3.9,Bed and breakfast
16341,16342,Rome,3.8,,,Italy,Rome,,City centre,Grotta del Bue Marino,Olympic Stadium,4.0,5.0,4.8,Bed and breakfast
16342,16344,Rome,3.0,3.0,,Italy,Rome,,City centre,Grotta del Bue Marino,Olympic Stadium,2.5,577.0,4.1,Hotel
16343,16343,Rome,3.0,3.0,,Italy,Rome,,City centre,Palazzo Madama,Olympic Stadium,2.5,577.0,2.9,Hotel
16344,16345,Rome,3.4,,4.5,Italy,Rome,4.0,City centre,Palazzo Madama,Olympic Stadium,5.0,30.0,3.6,Bed and breakfast
16345,16346,Rome,3.4,,4.5,Italy,Rome,4.0,City centre,Grotta del Bue Marino,Olympic Stadium,5.0,30.0,4.3,Bed and breakfast
16346,16347,Rome,2.5,4.0,4.0,Italy,Rome,114.0,City centre,Palazzo Madama,Olympic Stadium,4.0,546.0,2.4,Vacation home Condo
16347,16348,Rome,2.5,4.0,4.0,Italy,Rome,114.0,City centre,Grotta del Bue Marino,Olympic Stadium,4.0,546.0,3.5,Vacation home Condo
16348,16350,Rome,3.1,4.0,3.5,Italy,Rome,219.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.5,1144.0,4.1,Hotel
16349,16349,Rome,3.1,4.0,3.5,Italy,Rome,219.0,City centre,Palazzo Madama,Olympic Stadium,3.5,1144.0,3.2,Hotel
16350,16352,Rome,3.4,4.0,3.7,Italy,Rome,72.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.5,342.0,4.1,Hotel
16351,16351,Rome,3.4,4.0,3.7,Italy,Rome,72.0,City centre,Palazzo Madama,Olympic Stadium,3.5,342.0,3.6,Hotel
16352,16353,Rome,2.8,4.0,3.5,Italy,Rome,155.0,City centre,Palazzo Madama,Olympic Stadium,3.5,754.0,2.6,Hotel
16353,16354,Rome,2.8,4.0,3.5,Italy,Rome,155.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.5,754.0,3.9,Hotel
16354,16355,Rome,2.5,4.0,4.5,Italy,Rome,79.0,City centre,Palazzo Madama,Olympic Stadium,4.5,371.0,2.8,Hotel
16355,16356,Rome,2.5,4.0,4.5,Italy,Rome,79.0,City centre,Grotta del Bue Marino,Olympic Stadium,4.5,371.0,3.2,Hotel
16356,16357,Rome,2.9,,4.0,Italy,Rome,18.0,City centre,Palazzo Madama,Olympic Stadium,4.5,54.0,3.2,Bed and breakfast
16357,16359,Rome,2.6,,5.0,Italy,Rome,2.0,City centre,Grotta del Bue Marino,Olympic Stadium,5.0,51.0,3.6,Bed and breakfast
16358,16358,Rome,2.6,,5.0,Italy,Rome,2.0,City centre,Palazzo Madama,Olympic Stadium,5.0,51.0,2.7,Bed and breakfast
16359,16360,Rome,3.1,4.0,4.1,Italy,Rome,38.0,City centre,Palazzo Madama,Olympic Stadium,4.0,790.0,3.1,Hotel
16360,16361,Rome,3.1,4.0,4.1,Italy,Rome,38.0,City centre,Grotta del Bue Marino,Olympic Stadium,4.0,790.0,4.1,Hotel
16361,16362,Rome,3.2,3.0,3.5,Italy,Rome,31.0,City centre,Palazzo Madama,Olympic Stadium,3.5,321.0,3.2,Hotel
16362,16363,Rome,3.2,3.0,3.5,Italy,Rome,31.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.5,321.0,4.2,Hotel
16363,16364,Rome,2.7,,4.3,Italy,Rome,9.0,City centre,Palazzo Madama,Olympic Stadium,4.5,26.0,2.8,Bed and breakfast
16364,16365,Rome,2.7,,4.3,Italy,Rome,9.0,City centre,Grotta del Bue Marino,Olympic Stadium,4.5,26.0,3.7,Bed and breakfast
16365,16366,Rome,3.2,3.0,2.5,Italy,Rome,2.0,City centre,Palazzo Madama,Olympic Stadium,3.0,89.0,3.2,Hotel
16366,16367,Rome,3.2,3.0,2.5,Italy,Rome,2.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.0,89.0,4.3,Hotel
16367,16368,Rome,2.9,,4.0,Italy,Rome,7.0,City centre,Palazzo Madama,Olympic Stadium,4.5,8.0,3.2,Bed and breakfast
16368,16370,Rome,3.2,4.0,3.7,Italy,Rome,311.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.5,1054.0,4.3,Hotel
16369,16369,Rome,3.2,4.0,3.7,Italy,Rome,311.0,City centre,Palazzo Madama,Olympic Stadium,3.5,1054.0,3.1,Hotel
16370,16371,Rome,2.4,,,Italy,Rome,,City centre,Palazzo Madama,Olympic Stadium,,,2.4,Apartment
16371,16372,Rome,3.7,,4.4,Italy,Rome,17.0,City centre,Palazzo Madama,Olympic Stadium,4.0,42.0,3.9,Apartment
16372,16373,Rome,3.7,,4.4,Italy,Rome,17.0,City centre,Grotta del Bue Marino,Olympic Stadium,4.0,42.0,4.5,Apartment
16373,16374,Rome,2.5,3.0,3.5,Italy,Rome,36.0,City centre,Palazzo Madama,Olympic Stadium,3.5,181.0,2.8,Hotel
16374,16375,Rome,2.5,3.0,3.5,Italy,Rome,36.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.5,181.0,3.2,Hotel
16375,16376,Rome,3.5,,4.4,Italy,Rome,24.0,City centre,Palazzo Madama,Olympic Stadium,4.5,54.0,3.6,Guest House
16376,16377,Rome,3.5,,4.4,Italy,Rome,24.0,City centre,Grotta del Bue Marino,Olympic Stadium,4.5,54.0,4.5,Guest House
16377,16378,Rome,2.7,4.0,3.7,Italy,Rome,128.0,City centre,Palazzo Madama,Olympic Stadium,3.5,662.0,2.7,Hotel
16378,16379,Rome,2.7,4.0,3.7,Italy,Rome,128.0,City centre,Grotta del Bue Marino,Olympic Stadium,3.5,662.0,3.8,Hotel
16379,16381,Rome,12.0,,,Italy,Rome,,City centre,Grotta del Bue Marino,Ostia,5.0,2.0,13.0,Guest House
16380,16380,Rome,12.0,,,Italy,Rome,,City centre,Palazzo Madama,Ostia,5.0,2.0,12.0,Guest House
16381,16382,Rome,16.0,4.0,3.9,Italy,Rome,165.0,City centre,Palazzo Madama,Ostia,3.5,584.0,16.0,Hotel
16382,16383,Rome,16.0,4.0,3.9,Italy,Rome,165.0,City centre,Grotta del Bue Marino,Ostia,3.5,584.0,17.0,Hotel
16383,16385,Rome,16.0,2.0,4.0,Italy,Rome,177.0,City centre,Grotta del Bue Marino,Ostia,4.0,464.0,17.0,Hotel
16384,16384,Rome,16.0,2.0,4.0,Italy,Rome,177.0,City centre,Palazzo Madama,Ostia,4.0,464.0,16.0,Hotel
16385,16386,Rome,16.0,3.0,3.9,Italy,Rome,121.0,City centre,Grotta del Bue Marino,Ostia,4.0,279.0,16.0,Hotel
16386,16387,Rome,16.0,3.0,3.2,Italy,Rome,30.0,City centre,Palazzo Madama,Ostia,3.5,141.0,15.0,Hotel
16387,16389,Rome,16.0,3.0,3.5,Italy,Rome,53.0,City centre,Grotta del Bue Marino,Ostia,3.5,120.0,16.0,Hotel
16388,16388,Rome,16.0,3.0,3.5,Italy,Rome,53.0,City centre,Palazzo Madama,Ostia,3.5,120.0,15.0,Hotel
16389,16390,Rome,16.0,,,Italy,Rome,,City centre,Palazzo Madama,Ostia,,,16.0,Apartment
16390,16391,Rome,16.0,,4.0,Italy,Rome,1.0,City centre,Palazzo Madama,Ostia,2.5,9.0,16.0,Bed and breakfast
16391,16392,Rome,16.0,,4.0,Italy,Rome,1.0,City centre,Grotta del Bue Marino,Ostia,2.5,9.0,17.0,Bed and breakfast
16392,16394,Rome,11.0,4.0,3.5,Italy,Rome,130.0,City centre,Grotta del Bue Marino,Ostia,3.0,283.0,12.0,Hotel
16393,16393,Rome,11.0,4.0,3.5,Italy,Rome,130.0,City centre,Palazzo Madama,Ostia,3.0,283.0,11.0,Hotel
16394,16396,Rome,16.0,,4.0,Italy,Rome,2.0,City centre,Grotta del Bue Marino,Ostia,2.5,10.0,17.0,Bed and breakfast
16395,16395,Rome,16.0,,4.0,Italy,Rome,2.0,City centre,Palazzo Madama,Ostia,2.5,10.0,16.0,Bed and breakfast
16396,16398,Rome,13.0,3.0,3.4,Italy,Rome,50.0,City centre,Grotta del Bue Marino,Ostia,3.5,55.0,13.0,Hotel
16397,16397,Rome,13.0,3.0,3.4,Italy,Rome,50.0,City centre,Palazzo Madama,Ostia,3.5,55.0,12.0,Hotel
16398,16400,Rome,14.0,,4.3,Italy,Rome,9.0,City centre,Grotta del Bue Marino,Ostia,5.0,18.0,14.0,Bed and breakfast
16399,16399,Rome,14.0,,4.3,Italy,Rome,9.0,City centre,Palazzo Madama,Ostia,5.0,18.0,13.0,Bed and breakfast
16400,16402,Rome,16.0,,5.0,Italy,Rome,1.0,City centre,Grotta del Bue Marino,Ostia,4.5,132.0,16.0,Guest House
16401,16401,Rome,16.0,,5.0,Italy,Rome,1.0,City centre,Palazzo Madama,Ostia,4.5,132.0,15.0,Guest House
16402,16404,Rome,12.0,4.0,3.9,Italy,Rome,88.0,City centre,Grotta del Bue Marino,Ostia,4.0,436.0,12.0,Hotel
16403,16403,Rome,12.0,4.0,3.9,Italy,Rome,88.0,City centre,Palazzo Madama,Ostia,4.0,436.0,11.0,Hotel
16404,16405,Rome,16.0,,,Italy,Rome,,City centre,Grotta del Bue Marino,Ostia,,,16.0,Apartment
16405,16406,Rome,13.0,,,Italy,Rome,,City centre,Palazzo Madama,Ostia,,,12.0,Apartment
16406,16407,Rome,13.0,,,Italy,Rome,,City centre,Grotta del Bue Marino,Ostia,,,13.0,Apartment
16407,16408,Rome,13.0,3.0,3.7,Italy,Rome,323.0,City centre,Palazzo Madama,Ostia,3.5,388.0,12.0,Hotel
16408,16409,Rome,13.0,3.0,3.7,Italy,Rome,323.0,City centre,Grotta del Bue Marino,Ostia,3.5,388.0,13.0,Hotel
16409,16410,Rome,12.0,,4.0,Italy,Rome,55.0,City centre,Grotta del Bue Marino,Ostia,4.5,38.0,12.0,Apartment
16410,16411,Rome,13.0,,,Italy,Rome,,City centre,Grotta del Bue Marino,Ostia,,,13.0,Apartment
16411,16412,Rome,1.5,3.0,4.0,Italy,Rome,140.0,City centre,Palazzo Madama,Parioli,4.0,714.0,1.7,Hotel
16412,16413,Rome,1.5,3.0,4.0,Italy,Rome,140.0,City centre,Grotta del Bue Marino,Parioli,4.0,714.0,2.3,Hotel
16413,16415,Rome,1.4,4.0,3.7,Italy,Rome,105.0,City centre,Palazzo Madama,Parioli,3.5,38.0,1.8,Hotel
16414,16414,Rome,1.4,4.0,3.7,Italy,Rome,105.0,City centre,Grotta del Bue Marino,Parioli,3.5,38.0,1.3,Hotel
16415,16416,Rome,1.5,,4.4,Italy,Rome,8.0,City centre,Palazzo Madama,Parioli,4.5,100.0,1.8,Bed and breakfast
16416,16417,Rome,1.1,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,,,1.4,Guest House
16417,16418,Rome,1.1,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,,,1.9,Guest House
16418,16419,Rome,1.5,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,5.0,47.0,1.8,Bed and breakfast
16419,16420,Rome,1.5,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,5.0,47.0,2.3,Bed and breakfast
16420,16421,Rome,2.0,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,,,2.2,Apartment
16421,16422,Rome,0.8,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,,,1.7,Apartment
16422,16423,Rome,1.3,4.0,4.0,Italy,Rome,330.0,City centre,Grotta del Bue Marino,Parioli,4.0,833.0,1.1,Hotel
16423,16424,Rome,1.3,4.0,4.0,Italy,Rome,330.0,City centre,Palazzo Madama,Parioli,4.0,833.0,1.7,Hotel
16424,16425,Rome,1.9,4.0,4.5,Italy,Rome,115.0,City centre,Grotta del Bue Marino,Parioli,4.5,479.0,2.1,Hotel
16425,16426,Rome,1.9,4.0,4.5,Italy,Rome,115.0,City centre,Palazzo Madama,Parioli,4.5,479.0,2.3,Hotel
16426,16428,Rome,1.6,,4.1,Italy,Rome,6.0,City centre,Grotta del Bue Marino,Parioli,4.0,50.0,2.2,Guest House
16427,16427,Rome,1.6,,4.1,Italy,Rome,6.0,City centre,Palazzo Madama,Parioli,4.0,50.0,1.9,Guest House
16428,16429,Rome,1.4,4.0,4.1,Italy,Rome,155.0,City centre,Palazzo Madama,Parioli,4.5,1543.0,1.7,Hotel
16429,16430,Rome,1.4,4.0,4.1,Italy,Rome,155.0,City centre,Grotta del Bue Marino,Parioli,4.5,1543.0,1.9,Hotel
16430,16431,Rome,1.5,4.0,4.0,Italy,Rome,192.0,City centre,Grotta del Bue Marino,Parioli,4.0,695.0,1.9,Hotel
16431,16433,Rome,1.6,,4.8,Italy,Rome,24.0,City centre,Grotta del Bue Marino,Parioli,4.5,422.0,2.1,Guest House
16432,16432,Rome,1.6,,4.8,Italy,Rome,24.0,City centre,Palazzo Madama,Parioli,4.5,422.0,2.0,Guest House
16433,16434,Rome,1.5,4.0,4.0,Italy,Rome,104.0,City centre,Palazzo Madama,Parioli,4.0,771.0,1.8,Hotel
16434,16435,Rome,1.5,4.0,4.0,Italy,Rome,104.0,City centre,Grotta del Bue Marino,Parioli,4.0,771.0,2.3,Hotel
16435,16436,Rome,1.7,3.0,4.0,Italy,Rome,45.0,City centre,Palazzo Madama,Parioli,3.5,240.0,2.1,Hotel
16436,16438,Rome,1.1,5.0,4.5,Italy,Rome,168.0,City centre,Grotta del Bue Marino,Parioli,4.5,656.0,1.6,Hotel
16437,16437,Rome,1.1,5.0,4.5,Italy,Rome,168.0,City centre,Palazzo Madama,Parioli,4.5,656.0,1.5,Hotel
16438,16439,Rome,0.8,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,,,1.7,Apartment
16439,16441,Rome,1.6,5.0,3.9,Italy,Rome,188.0,City centre,Grotta del Bue Marino,Parioli,3.5,342.0,2.1,Hotel
16440,16440,Rome,1.6,5.0,3.9,Italy,Rome,188.0,City centre,Palazzo Madama,Parioli,3.5,342.0,2.0,Hotel
16441,16443,Rome,1.9,4.0,3.2,Italy,Rome,82.0,City centre,Palazzo Madama,Parioli,2.5,515.0,2.3,Hotel
16442,16442,Rome,1.9,4.0,3.2,Italy,Rome,82.0,City centre,Grotta del Bue Marino,Parioli,2.5,515.0,2.1,Hotel
16443,16444,Rome,0.8,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,4.0,47.0,1.1,Guest House
16444,16445,Rome,0.8,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,4.0,47.0,1.7,Guest House
16445,16446,Rome,1.5,4.0,3.5,Italy,Rome,201.0,City centre,Palazzo Madama,Parioli,3.0,573.0,1.9,Hotel
16446,16447,Rome,1.3,,4.1,Italy,Rome,13.0,City centre,Palazzo Madama,Parioli,4.5,103.0,1.6,Guest House
16447,16448,Rome,1.3,,4.1,Italy,Rome,13.0,City centre,Grotta del Bue Marino,Parioli,4.5,103.0,2.1,Guest House
16448,16449,Rome,1.6,,4.3,Italy,Rome,22.0,City centre,Palazzo Madama,Parioli,4.5,238.0,1.9,Guest House
16449,16450,Rome,1.6,,4.3,Italy,Rome,22.0,City centre,Grotta del Bue Marino,Parioli,4.5,238.0,2.3,Guest House
16450,16452,Rome,2.0,,4.0,Italy,Rome,6.0,City centre,Grotta del Bue Marino,Parioli,3.5,45.0,2.7,Guest House
16451,16451,Rome,2.0,,4.0,Italy,Rome,6.0,City centre,Palazzo Madama,Parioli,3.5,45.0,2.3,Guest House
16452,16453,Rome,0.7,,4.0,Italy,Rome,12.0,City centre,Palazzo Madama,Parioli,3.5,3.0,1.1,Guest House
16453,16454,Rome,0.7,,4.0,Italy,Rome,12.0,City centre,Grotta del Bue Marino,Parioli,3.5,3.0,1.6,Guest House
16454,16456,Rome,2.2,,4.4,Italy,Rome,18.0,City centre,Palazzo Madama,Parioli,4.5,64.0,2.7,Bed and breakfast
16455,16455,Rome,2.2,,4.4,Italy,Rome,18.0,City centre,Grotta del Bue Marino,Parioli,4.5,64.0,2.0,Bed and breakfast
16456,16457,Rome,1.7,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,,,1.9,Apartment
16457,16458,Rome,1.7,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,,,2.6,Apartment
16458,16459,Rome,1.1,5.0,4.3,Italy,Rome,160.0,City centre,Grotta del Bue Marino,Parioli,4.0,1339.0,1.3,Hotel
16459,16460,Rome,1.1,5.0,4.3,Italy,Rome,160.0,City centre,Palazzo Madama,Parioli,4.0,1339.0,1.6,Hotel
16460,16461,Rome,0.7,,4.8,Italy,Rome,6.0,City centre,Palazzo Madama,Parioli,4.5,29.0,1.0,Guest House
16461,16462,Rome,0.8,,3.9,Italy,Rome,26.0,City centre,Palazzo Madama,Parioli,4.5,137.0,1.1,Bed and breakfast
16462,16463,Rome,0.8,,3.9,Italy,Rome,26.0,City centre,Grotta del Bue Marino,Parioli,4.5,137.0,1.7,Bed and breakfast
16463,16465,Rome,0.8,5.0,4.6,Italy,Rome,15.0,City centre,Grotta del Bue Marino,Parioli,4.5,43.0,1.7,Hotel
16464,16464,Rome,0.8,5.0,4.6,Italy,Rome,15.0,City centre,Palazzo Madama,Parioli,4.5,43.0,1.0,Hotel
16465,16466,Rome,2.0,4.0,3.7,Italy,Rome,58.0,City centre,Palazzo Madama,Parioli,3.5,63.0,2.2,Apart-hotel
16466,16467,Rome,2.0,4.0,3.7,Italy,Rome,58.0,City centre,Grotta del Bue Marino,Parioli,3.5,63.0,2.7,Apart-hotel
16467,16468,Rome,1.3,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,5.0,7.0,1.1,Guest House
16468,16469,Rome,1.3,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,5.0,7.0,1.7,Guest House
16469,16470,Rome,1.3,,4.0,Italy,Rome,1.0,City centre,Grotta del Bue Marino,Parioli,4.5,86.0,1.2,Guest House
16470,16471,Rome,1.3,,4.0,Italy,Rome,1.0,City centre,Palazzo Madama,Parioli,4.5,86.0,1.7,Guest House
16471,16472,Rome,1.7,4.0,4.0,Italy,Rome,63.0,City centre,Grotta del Bue Marino,Parioli,3.5,189.0,1.5,Hotel
16472,16473,Rome,1.7,4.0,4.0,Italy,Rome,63.0,City centre,Palazzo Madama,Parioli,3.5,189.0,2.1,Hotel
16473,16475,Rome,1.5,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,,,2.0,Apartment
16474,16474,Rome,1.5,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,,,1.4,Apartment
16475,16477,Rome,1.9,4.0,3.9,Italy,Rome,69.0,City centre,Palazzo Madama,Parioli,4.0,512.0,2.3,Hotel
16476,16476,Rome,1.9,4.0,3.9,Italy,Rome,69.0,City centre,Grotta del Bue Marino,Parioli,4.0,512.0,1.7,Hotel
16477,16478,Rome,1.3,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,,,1.2,Bed and breakfast
16478,16479,Rome,1.3,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,,,1.8,Bed and breakfast
16479,16481,Rome,2.0,3.0,4.0,Italy,Rome,74.0,City centre,Palazzo Madama,Parioli,4.0,907.0,2.4,Hotel
16480,16480,Rome,2.0,3.0,4.0,Italy,Rome,74.0,City centre,Grotta del Bue Marino,Parioli,4.0,907.0,2.1,Hotel
16481,16482,Rome,1.3,4.0,4.0,Italy,Rome,67.0,City centre,Palazzo Madama,Parioli,3.5,431.0,1.7,Hotel
16482,16483,Rome,1.3,4.0,4.0,Italy,Rome,67.0,City centre,Grotta del Bue Marino,Parioli,3.5,431.0,1.8,Hotel
16483,16484,Rome,1.0,4.0,4.4,Italy,Rome,445.0,City centre,Palazzo Madama,Parioli,4.5,317.0,1.4,Apart-hotel
16484,16485,Rome,1.0,4.0,4.4,Italy,Rome,445.0,City centre,Grotta del Bue Marino,Parioli,4.5,317.0,1.5,Apart-hotel
16485,16486,Rome,1.1,5.0,4.6,Italy,Rome,206.0,City centre,Grotta del Bue Marino,Parioli,4.5,1381.0,1.5,Hotel
16486,16488,Rome,1.5,4.0,4.0,Italy,Rome,60.0,City centre,Palazzo Madama,Parioli,4.0,1160.0,1.9,Hotel
16487,16487,Rome,1.5,4.0,4.0,Italy,Rome,60.0,City centre,Grotta del Bue Marino,Parioli,4.0,1160.0,1.6,Hotel
16488,16490,Rome,1.6,,5.0,Italy,Rome,5.0,City centre,Palazzo Madama,Parioli,5.0,10.0,2.0,Guest House
16489,16489,Rome,1.6,,5.0,Italy,Rome,5.0,City centre,Grotta del Bue Marino,Parioli,5.0,10.0,1.9,Guest House
16490,16491,Rome,1.9,,4.0,Italy,Rome,2.0,City centre,Palazzo Madama,Parioli,4.5,15.0,2.1,Bed and breakfast
16491,16492,Rome,1.9,,4.0,Italy,Rome,2.0,City centre,Grotta del Bue Marino,Parioli,4.5,15.0,2.7,Bed and breakfast
16492,16494,Rome,1.5,,,Italy,Rome,,City centre,Grotta del Bue Marino,Parioli,,,2.2,Guest House
16493,16493,Rome,1.5,,,Italy,Rome,,City centre,Palazzo Madama,Parioli,,,1.8,Guest House
16494,16496,Rome,0.8,,3.4,Italy,Rome,65.0,City centre,Palazzo Madama,Repubblica,4.0,442.0,1.0,Bed and breakfast
16495,16495,Rome,0.8,,3.4,Italy,Rome,65.0,City centre,Grotta del Bue Marino,Repubblica,4.0,442.0,0.3,Bed and breakfast
16496,16497,Rome,0.9,5.0,4.5,Italy,Rome,401.0,City centre,Grotta del Bue Marino,Repubblica,4.5,2861.0,0.3,Hotel
16497,16498,Rome,0.9,5.0,4.5,Italy,Rome,401.0,City centre,Palazzo Madama,Repubblica,4.5,2861.0,1.1,Hotel
16498,16500,Rome,0.8,3.0,4.5,Italy,Rome,112.0,City centre,Palazzo Madama,Repubblica,4.5,105.0,1.0,Hotel
16499,16499,Rome,0.8,3.0,4.5,Italy,Rome,112.0,City centre,Grotta del Bue Marino,Repubblica,4.5,105.0,0.3,Hotel
16500,16501,Rome,0.8,1.0,3.7,Italy,Rome,69.0,City centre,Grotta del Bue Marino,Repubblica,4.0,131.0,0.3,Hotel
16501,16502,Rome,0.8,1.0,3.7,Italy,Rome,69.0,City centre,Palazzo Madama,Repubblica,4.0,131.0,1.0,Hotel
16502,16503,Rome,0.8,3.0,4.0,Italy,Rome,77.0,City centre,Palazzo Madama,Repubblica,4.0,825.0,1.0,Hotel
